ANOMES;IDENTIFICACION;NOMBRE;COL03;VIAJES;VIAJESFLOTAPROPIA;VALORPACTADO;TONELADAS;GALONES;COL09;COL10
202401 a 202412;8902706615;SOCIEDAD TRANSPORTADORA DEL MAGDALENA MEDIO S.A.; ;500;0;       929,712,425;1,301;0; ; 
202401 a 202412;9010104430;CAPETRANS S.A.S; ;499;0;       546,234,000;1,121;0; ; 
202401 a 202412;9014803097;TRANSPORTES Y SERVICIOS INTEGRALES DE COLOMBIA S.A.S., TRANSINTERCOL; ;495;70;     1,274,073,600;2,449;         2,430,670; ; 
202401 a 202412;9017692149;POLY TRADE & TRANSPORT S.A.S.; ;494;0;     2,921,700,500;16,76;0; ; 
202401 a 202412;9010983082;ASTAIZA CAMABAJAS S.A.S; ;494;0;       691,015,000;6,916;0; ; 
202401 a 202412;9016376976;APPLIK LOGISTICS TRANSPORT S.A.S; ;494;0;     1,647,576,000;7,723;0; ; 
202401 a 202412;9014612951;TRANSPORTE DE CARGA COPA S.A.S.; ;491;0;       558,301,000;2,246;0; ; 
202401 a 202412;9006620685;TRANSPORTES QUINTANA S.A.S; ;491;8;       182,200,000;698;0; ; 
202401 a 202412;9013301231;TRANSPORTE DE SERVICIO ESPECIAL ENTRAPETROL S.A.S.; ;489;350;       298,625,000;1,393;0; ; 
202401 a 202412;8605253671;SAECOM S.A.S.; ;488;0;        87,260,222;772;0; ; 
202401 a 202412;9009616806;BLUE CARIBBEAN LOGISTICS S.A.S.; ;487;0;     1,627,324,464;4,215;         3,050,961; ; 
202401 a 202412;9004841830;GRUPO EMPRESARIAL DE TRANSPORTE DE ORIENTE S.A.S.; ;486;0;     1,580,958,438;15,196;0; ; 
202401 a 202412;9004438825;ALIANZA DE TRANSPORTADORES DE PORE S.A.S.; ;486;0;       474,225,206;7,523;0; ; 
202401 a 202412;9011542701;TRANSPORTES Y MUDANZAS LA CIMA S.A.S; ;486;0;       750,666,087;1,272;0; ; 
202401 a 202412;9006908855;LOGIMAG-LOGISTICA Y SERVICIOS DE CARGA S.A.S; ;485;33;       609,008,125;1,686;0; ; 
202401 a 202412;9011307200;SERVICIO DE TRANSPORTE & EQUIPOS PESADOS S.A.S.; ;484;174;       691,716,000;7,505;0; ; 
202401 a 202412;9016945970;SERVICIO & CALIDAD EN EL TRANSPORTE EXPRESS SAS; ;484;0;       718,898,000;1,457;0; ; 
202401 a 202412;9009712060;LOGISKARGA S.A.S.; ;478;44;     1,679,110,000;11,983;9,56; ; 
202401 a 202412;9018009384;STARK SOLUCIONES LOGISTICAS SAS; ;476;0;       671,372,119;11,9;0; ; 
202401 a 202412;8020021419;TRANSPORTO Y COMPAÃ‘IA LTDA; ;476;0;     1,755,700,000;10,306;0; ; 
202401 a 202412;9007955118;TS TRANSPORTES Y SOLUCIONES DE CARGA SAS; ;475;1;       703,200,000;13,731;0; ; 
202401 a 202412;8301118368;COOPERATIVA MULTIACTIVA AL SERVICIO DEL TRANSPORTE, MOVILIDAD Y LOGISTICA EN COLOMBIA S; ;474;0;       163,970,000;2,085;0; ; 
202401 a 202412;9013083917;TRANSPORTES BL DEL CARIBE S.A.S.; ;470;14;     1,103,010,719;10,564;0; ; 
202401 a 202412;9005904900;TRANSPORTADORA TIMOM S.A.S; ;469;0;       850,940,504;7,081;52,03; ; 
202401 a 202412;9015098191;LOGISTICA Y TRANSPORTE DEL LLANO EXPRESS  S.A.S; ;467;0;     3,304,293,436;16,034;0; ; 
202401 a 202412;9001749850;MUNDIPORT SAS; ;467;259;       469,122,000;15,113;0; ; 
202401 a 202412;9007628017;LOGA LOGISTICA Y TRANSPORTES S.A.S.; ;466;73;       452,555,900;1,269;0; ; 
202401 a 202412;8300928761;SETIP INGENIERIA S.A.; ;463;1;     2,862,698,535;43;         4,461,726; ; 
202401 a 202412;9015146281;TRANSPORTE CONSTRUCCION Y LOGISTICA S.AS. TCL GAITAN SAS; ;462;0;     1,535,923,524;8,579;0; ; 
202401 a 202412;8000018453;SERPET JR Y CIA S.A.S.; ;461;352;       236,860,866;4,623;848,115; ; 
202401 a 202412;8250001681;TRANSPORTES ESPECIALES FENIX SAS; ;460;0;     1,441,862,215;12,439;0; ; 
202401 a 202412;9003484407;SERVICIOS LOGISTICOS INTEGRALES DE COLOMBIA S.A.S.; ;459;27;     1,768,011,000;7,353;0; ; 
202401 a 202412;9016415998;TRANSPORTE DE CARGA RÃPIDO Y SEGURO S.A.S. TRANSCARS; ;457;0;     1,838,000,010;13,596;0; ; 
202401 a 202412;9006464143;SINUGRAVAS S.A.S; ;452;452;0;13,476;0; ; 
202401 a 202412;8300997939;TRANSPORTES RAPIDO NARIÃ‘O LTDA.; ;451;0;       628,417,449;4,539;0; ; 
202401 a 202412;8440034893;SERVICIOS Y CONSTRUCCIONES DEL ORIENTE LTDA.; ;451;0;       791,676,946;20;106,791; ; 
202401 a 202412;8901162757;TRANSPORTES E. DANIES & CIA. LTDA.; ;450;450;0;14,93;0; ; 
202401 a 202412;9001402524;TRANSPORTADORA NACIONAL DE COLOMBIA COMPAÃ‘IA LTDA; ;449;0;       568,445,500;2,512;0; ; 
202401 a 202412;9006389054;ASESORIAS Y TRANSPORTES S.A.S.; ;449;313;        46,852,286;1,319;0; ; 
202401 a 202412;9001361441;TRANSFER DE COLOMBIA S.A.S.; ;449;0;     2,032,853,000;12,543;0; ; 
202401 a 202412;9007506501;PETROLTRANSPORTE S.A.S; ;449;393;        78,522,556;8,256;0; ; 
202401 a 202412;8001998983;GALOTRANS S.A.; ;448;94;       823,700,000;4,914;8; ; 
202401 a 202412;9014892186;EMPRESA DE TRANSPORTE DE CARGA ABG S.A.S.  ; ;448;0;       317,729,210;401;0; ; 
202401 a 202412;9013579187;ALMACENAMIENTO, LOGISTICA Y TRANSPORTE DE CARGA S.A.S. - ALTCARGA S.A.S.; ;447;444;         7,050,000;8,991;0; ; 
202401 a 202412;9005587561;TRANSCEPEDA S.A.S; ;447;439;        25,469,302;14,978;0; ; 
202401 a 202412;9015042546;CPL TRANSPORTE DE COLOMBIA S.A.S; ;444;244;       591,700,000;7,682;0; ; 
202401 a 202412;9001621348;TRANSPORTES Y MUDANZAS H.B. LTDA; ;444;411;        25,450,000;1,131;0; ; 
202401 a 202412;9004873253;TRANSPORTES G&T S.A.S.; ;439;214;       846,925,640;8,169;700; ; 
202401 a 202412;9006416921;E CONTANIER S.A S; ;437;0;       848,645,500;785;0; ; 
202401 a 202412;8002323342;COOPERATIVA MULTIACTIVA DE TRANSPORTES DE URRAO - COOTRAUR; ;437;0;       194,170,000;1,971;0; ; 
202401 a 202412;9003135579;ANDINA EXPRESS DE CARGA S.A.S; ;437;0;       447,108,000;1,296;0; ; 
202401 a 202412;9015654131;TCR SOLUCIONES LOGISTICAS S.A.S; ;436;0;     2,045,215,490;14,67;0; ; 
202401 a 202412;9005691844;TRANSPORTES SUMINISTROS INTEGRADOS DE COLOMBIA S.A.S.; ;434;0;       653,631,955;5,167;0; ; 
202401 a 202412;9016520195;MYC MUDANZAS Y ENVIOS DE COLOMBIA SAS ; ;434;0;       454,267,400;977;0; ; 
202401 a 202412;8301022772;TRANSPORTES H.B. LTDA.; ;433;293;       173,455,000;2,593;0; ; 
202401 a 202412;9003078103;AMERICANA DE TRANSPORTES Y LOGISTICA ALCARGO S.A.S; ;433;0;     1,509,823,240;14,296;0; ; 
202401 a 202412;9013724901;SHIPPING SERVICES LOGISTICS S.A.S; ;432;7;     1,287,217,003;6,787;0; ; 
202401 a 202412;8600743897;GRUPO EMPRESARIAL OIKOS SAS; ;432;0;       146,697,489;262;0; ; 
202401 a 202412;9014061326;TINCARGA S.A.S.; ;432;0;       560,571,350;3,149;0; ; 
202401 a 202412;9000920791;TRANSPORTES LAFER S.C.A.; ;431;0;     1,549,287,000;3,563;0; ; 
202401 a 202412;8923004204;COOPERATIVA DE TRANSPORTADORES DE AGUACHICA; ;431;0;       829,797,228;103;         4,222,324; ; 
202401 a 202412;9003549751;AGROPECUARIA Y MOVILIDAD S.A.S.; ;431;431;0;12,107;0; ; 
202401 a 202412;9010138358;PRONTO DL TRANS S.A.S; ;430;17;       450,727,073;1,08;0; ; 
202401 a 202412;9011591863;DCUERVO SOLUCIONES LOGISTICAS SAS; ;430;152;       145,111,500;1,338;0; ; 
202401 a 202412;9008966481;PROYECARGA S.A.S.; ;429;34;       675,534,327;5,017;543; ; 
202401 a 202412;9016639590;EL HALCON EXPRESS CARGO SAS; ;429;0;       229,543,500;323;0; ; 
202401 a 202412;9016526685;ZEYMAR TRANSPORTADORA; ;427;427;0;0;         3,358,575; ; 
202401 a 202412;9017797001;CARGOTRANS LOGISTICS SAS; ;427;0;       130,225,050;672;0; ; 
202401 a 202412;8260028223;ORGANIZACION LARA CABRERA LTDA; ;426;0;     1,595,817,016;14,322;0; ; 
202401 a 202412;8301012832;GLOBAL UNO LOGISTICS DE COLOMBIA S.A.S; ;425;0;       494,625,000;2,271;0; ; 
202401 a 202412;9012186850;TRANSPORTES RAPIENTREGA S.A.S; ;424;0;     1,070,704,057;5;         4,737,369; ; 
202401 a 202412;9007883105;TRANSPORTES DORADO EXPRESS S.A.S. ; ;424;0;     1,640,750,009;8,582;0; ; 
202401 a 202412;9015701406;ALIANZA TRANSPORTADORA DE CARGA SAS; ;423;0;     1,654,557,600;10,703;0; ; 
202401 a 202412;9014718487;OPERADOR LOGISTICO SALEM SAS; ;423;0;       274,858,000;1,354;0; ; 
202401 a 202412;9004770564;TAOCCI SOCIEDAD POR ACCIONES SIMPLIFCIADA ; ;423;0;     1,523,551,640;4,43;0; ; 
202401 a 202412;9016127525;ON TIME CARGO EXPRESS RP S.A.S; ;420;0;       263,719,900;359;0; ; 
202401 a 202412;9002691521;A URABA S.A.; ;418;0;       412,090,000;84;0; ; 
202401 a 202412;9006909853;PETROANDINA SERVICES S.A.S; ;418;6;       621,490,000;3,563;0; ; 
202401 a 202412;9008630989;PROYECCION CARGA S.A.S ; ;417;0;       739,410,000;1,817;0; ; 
202401 a 202412;9014572845;AS CARGA S.A.S; ;416;0;       248,466,250;419;800; ; 
202401 a 202412;9010668932;GRUPO B-PLAST S.A.S; ;413;0;       740,148,874;2,43;0; ; 
202401 a 202412;9005225994;SERVICIO DE TRANSPORTES FERNANDEZ SAS; ;411;252;       432,310,362;5,345;7,56; ; 
202401 a 202412;9007093534;GLOBAL DE LOGISTICA Y TRANSPORTE GLT S.A.S; ;410;0;     2,290,180,000;7,58;0; ; 
202401 a 202412;9012523810;JP TRANSPORTAMOS SAS; ;410;361;        38,295,000;12,615;0; ; 
202401 a 202412;9001799119;CARGAS Y CONTENEDORES S.A.; ;409;360;        96,100,000;1,306;         2,727,269; ; 
202401 a 202412;8305098716;TRANSPORTES JAIME BUENDIA SAS.; ;408;0;     1,146,304,634;5,791;0; ; 
202401 a 202412;9005909094;TRANSPORTE Y LOGISTICA LA RUTA DEL SOL S.A.S; ;406;0;     1,447,240,000;11,264;0; ; 
202401 a 202412;9011865221;TRANSPORTE DE CARGA TRANS DE LOS LLANOS S.A.S; ;405;0;       754,957,600;4,876;0; ; 
202401 a 202412;9015903486;365 OPERADOR LOGISTICO SAS; ;405;0;       447,744,875;884;0; ; 
202401 a 202412;9012193961;TRANSPORTE ARTICO S.A.S; ;405;0;     3,029,860,000;10,309;0; ; 
202401 a 202412;9014697482;RED LOGIS LOGISTICA Y DISTRIBUCIONES S.A.S.; ;405;0;       290,112,000;543;0; ; 
202401 a 202412;9005783111;ADMINISTRACIÃ“N TRANSPORTE Y LOGÃSTICA ATL SAS; ;404;6;       223,701,000;530;0; ; 
202401 a 202412;9009057995;TRANSPORTES PPG SAS; ;403;0;     1,079,510,020;13,924;0; ; 
202401 a 202412;9011620350;CARGO AMERICAN EXPRESS S.A.S; ;402;0;     1,359,500,280;10,509;321,4; ; 
202401 a 202412;9000697128;MONTEJO HEAVY LIFT S.A.; ;401;1;       754,230,000;10,737;0; ; 
202401 a 202412;9016582475;ENCOENVIOS LOGISTICA Y TRANSPORTE S.A.; ;400;0;       339,600,000;1,532;0; ; 
202401 a 202412;8002504759;QUALITY SERVICES S.A.; ;399;120;       203,143,000;311;0; ; 
202401 a 202412;9014053881;OROTRANSPORTES DEL LLANO S.A.S.; ;398;0;       601,981,235;7,579;0; ; 
202401 a 202412;9011298751;TRANSPORTES DE CARGA EXTREMO S.A.S; ;398;236;       547,857,474;6,287;0; ; 
202401 a 202412;9011863818;COMPAÃ‘IA TRANSPORTADORA NACIONAL DEL ORIENTE S.A.S; ;398;0;       457,777,000;5,986;0; ; 
202401 a 202412;9012109051;GRUPO ARTE S.A.S; ;396;0;     1,827,620,000;12,974;0; ; 
202401 a 202412;9014374878;JOMAEL LOGISTICA Y TRANSPORTES S.A.S ; ;395;0;       756,485,000;2,849;0; ; 
202401 a 202412;9001923256;SOLUCIONES OMEGA  S.A; ;395;0;       344,180,723;2,088;0; ; 
202401 a 202412;9002535461;HORA CERO LOGISTICA Y TRANSPORTE S.A.; ;394;17;       413,360,000;878;0; ; 
202401 a 202412;9011477695;ALBATRANS S.A.S; ;394;0;     2,363,690,680;13,237;0; ; 
202401 a 202412;9013832703;FC TRANSPORTE LOGISTICO S.A.S.; ;393;2;       486,205,000;1,142;0; ; 
202401 a 202412;9007408470;SOLUCIONES LOGÃSTICAS CASTAÃ‘EDA SAS ; ;393;0;     1,094,248,565;3,134;0; ; 
202401 a 202412;9013831902;XCARGO SAS; ;392;5;       280,414,400;128;0; ; 
202401 a 202412;9006496057;TRANSPORTE ESPECIALIZADO LOGISTICO DE COLOMBIA SAS; ;392;0;       111,020,680;0;         1,517,580; ; 
202401 a 202412;9000358072;BLUE SERVICES SAS; ;389;41;       616,600,000;12,993;0; ; 
202401 a 202412;9012015256;AERCARGO SERVICES SAS; ;386;259;       196,870,000;2,52;0; ; 
202401 a 202412;9015478905;TRANSPORTES LOGISTICA Y SUMINISTROS DEL UPIA R&B  S.A.S; ;385;0;       175,332,640;5,39;0; ; 
202401 a 202412;9013618912;GRUME GRUAS DEL META S.A.S.; ;385;0;       928,447,326;7,09;0; ; 
202401 a 202412;9014774370;TRANSPORTE DE CARGA STAR LAND S.A.S.; ;385;0;     1,055,600,000;3,393;0; ; 
202401 a 202412;9013910850;BLESS CARGA & LOGISTICA SAS; ;384;3;       526,368,000;1,275;0; ; 
202401 a 202412;9006182986;BQ TRANSPORTE DE CARGA Y LOGISTICA S.A.S  ; ;383;0;       481,398,360;2,359;0; ; 
202401 a 202412;8440033801;TRANSPORTADORES UNIDOS MR S.A.S TRANSUNIDOS S.A.S; ;383;0;         7,665,000;0;         1,652,800; ; 
202401 a 202412;9003660701;TRANSPORTES MAQUEHUA COLOMBIA S.A.S; ;381;381;0;9,947;0; ; 
202401 a 202412;9004634233;SERVICIOS INTEGRADOS DE TRANSPORTE MULIMODAL D Y H S.A.S.; ;380;0;       795,090,800;711;0; ; 
202401 a 202412;9014000377;TRANSPORTE, ALQUILER Y SERVICIOS PETROLEROS S.A.S.; ;379;0;       624,360,000;7;         3,034,155; ; 
202401 a 202412;9000846534;RAPICARGA TRANSPORTES SAS; ;379;0;     1,181,570,000;6,453;0; ; 
202401 a 202412;8909130591;EXPRESO CISNEROS NUS LTDA; ;379;0;       353,741,220;221;0; ; 
202401 a 202412;9004645544;TRANSPORTE BCS S.A.S; ;378;132;       190,779,985;3,314;0; ; 
202401 a 202412;9014707739;V&A TRANSPORTES S.A.S; ;378;376;0;12,821;0; ; 
202401 a 202412;9016114241;M & C CARGO S.A.S; ;377;0;       768,935,000;1,89;0; ; 
202401 a 202412;9004792538;LOGISTICA DE CARGA TERRESTRE LCT S.A.S.; ;376;0;       158,079,000;79;0; ; 
202401 a 202412;9003154516;TRANSPORTES HYC S.A.S; ;376;376;0;2,237;0; ; 
202401 a 202412;9017389666;AR CARGA SAS; ;376;145;       960,991,000;11,742;0; ; 
202401 a 202412;9014722056;EDEMAT GROUP SAS; ;375;0;       240,015,280;598;0; ; 
202401 a 202412;8170050171;COTRANSCAUCA S.A; ;374;0;     1,091,355,000;12,622;0; ; 
202401 a 202412;9016335307;TCS TRANSPORTE DE CARGA SOLIS SAS; ;372;268;       524,731,640;12,02;0; ; 
202401 a 202412;8301307821;TRANSPORTES EVEREST LTDA; ;370;0;       129,500,000;1,294;0; ; 
202401 a 202412;8001475678;COOPERATIVA DE TRANSPORTADORES DEL URABA Y OCCIDENTE ANTIOQUEÃ‘O; ;370;0;       954,262,523;1,084;0; ; 
202401 a 202412;8110346434;MUDANZAS GARCIA LTDA; ;370;0;       343,150,000;1,528;0; ; 
202401 a 202412;8301187852;COMBUSTIBLES Y TRANSPORTES HERNANDEZ Y CIA. LTDA; ;370;343;       143,200,000;87;         3,066,800; ; 
202401 a 202412;9007448952;TU LOGISTICA SAS; ;369;0;       424,055,000;1,459;0; ; 
202401 a 202412;9010894788;TRANSMILLAS LOGISTICA Y TRANSPORTADORA SAS; ;366;0;       126,313,524;430;0; ; 
202401 a 202412;9005675103;CARGO ARIAS POSADA S.A.S.; ;366;348;        50,378,545;6,932;0; ; 
202401 a 202412;9014003300;TRASLADARC S.A.S; ;365;0;       387,100,000;1,266;0; ; 
202401 a 202412;9006058513;TRANSLOGISTICA RUBIALES S.A.S; ;363;0;       558,750,000;1,02;0; ; 
202401 a 202412;9014025005;TRANSLOGISTIC SAN MIGUEL S.A.S.; ;363;0;     1,758,379,240;11,976;0; ; 
202401 a 202412;9009157389;GLOBAL CARGA S.A.S.; ;363;0;       223,986,798;923;0; ; 
202401 a 202412;9001738826;TRANSPORTES RODAMOS LTDA. ; ;361;0;       323,297,032;8,533;0; ; 
202401 a 202412;8305085122;COOPERATIVA DE TRANSPORTADORES DEL SUR DE BOLIVAR; ;360;0;       360,000,000;1,8;0; ; 
202401 a 202412;8110399194;MANGUERAS Y MAQUINARIAS S.A.S.; ;355;0;       535,050,000;6,847;0; ; 
202401 a 202412;9001504064;GRUAS PEREIRA S.A.S; ;354;0;     2,927,805,200;7,271;0; ; 
202401 a 202412;9014108042;LTA CARGO S.A.S,; ;353;0;       339,560,000;3,355;0; ; 
202401 a 202412;9011550131;CARIBBEAM LOGISTICS SOLUTIONS S.A.S; ;353;0;       934,160,000;857;0; ; 
202401 a 202412;9013205858;CAPSULE TPTE SAS; ;353;0;       541,456,283;6,109;0; ; 
202401 a 202412;9017775810;TRANSPORTES BELTRAN PULIDO TRANSPORTES TBP ; ;352;0;     1,007,080,800;6,044;0; ; 
202401 a 202412;9017930611;SOLUCIONES LOGISTICA YEPEZ CABALLERO SAS ; ;352;0;       497,898,263;3,961;0; ; 
202401 a 202412;9002545188;GLOBAL LOGISTICA Y SERVICIOS DE TRANSPORTE MB S.A.S; ;350;0;     1,471,120,000;6,652;30,33; ; 
202401 a 202412;9006034837;EMPRESA COLOMBIANA DE COMBUSTIBLE, TRANSPORTE Y SERVICIOS COMPLEMENTARIOS S.A.S; ;349;243;       177,377,500;341;         1,796,558; ; 
202401 a 202412;9008377599;GERIZA SOLUCIONES SAS; ;349;0;       975,252,400;5,505;0; ; 
202401 a 202412;9011270069;TRANSPORTES VALBUENA DIAZ S.A.S  VALDITRANS SAS; ;349;4;         8,911,000;13,422;0; ; 
202401 a 202412;9012235734;LOGÃSTICA AVANCES S.A.S. ; ;348;0;       581,931,074;1,504;0; ; 
202401 a 202412;9007850913;SERVITRANSPORTES JYM S.A.S. - SERVIJYM S.A.S; ;348;0;       299,029,460;7,289;0; ; 
202401 a 202412;9007717285;TMP IZAJES Y TRANSMAQUIPETROL S.A.S.; ;347;0;     1,265,680,000;1,579;0; ; 
202401 a 202412;9011065149;GETIN S.A.S; ;346;0;     1,557,450,804;56;         3,333,705; ; 
202401 a 202412;9003806178;SERVICIOS Y MOVIMIENTOS LOGITICOS S.A.S.; ;344;31;       696,640,000;3,195;0; ; 
202401 a 202412;9010972359;TRANSPORTANDO AM LOGISTICA INTEGRAL S.A.S; ;344;0;       843,191,398;8,802;0; ; 
202401 a 202412;9004464708;AVATRANS S.A.S.; ;343;0;     1,887,043,640;11,381;0; ; 
202401 a 202412;8270007237;L.E.M. CARGO E.U.; ;343;0;       108,504,000;840;0; ; 
202401 a 202412;9001354846;BISSONS S.A.; ;343;0;       964,170,000;7,374;0; ; 
202401 a 202412;9008961251;TRANSPORTE LOGITICO V&V S.A.S; ;343;183;        53,880,000;1,133;0; ; 
202401 a 202412;9011343585;TRANSPORTES L & L ASOCIADDOS S.A.S; ;343;0;       285,183,922;3,42;5,74; ; 
202401 a 202412;9010733987;TRANSPORTES UNICARGA EYM S.A.S; ;341;0;       520,560,000;1,992;0; ; 
202401 a 202412;8912017961;COOPERATIVA DE TRANSPORTADORES DEL PUTUMAYO LTDA; ;340;0;       927,336,348;817;0; ; 
202401 a 202412;9012824935;COMPAÃ‘IA DE TRANSPORTE ALI SAS.; ;339;0;     1,407,880,000;5,415;0; ; 
202401 a 202412;9017992756;TRANSPORTES CARGA PLUS EXPRESS SAS ; ;339;0;       463,531,864;2,662;0; ; 
202401 a 202412;9001848672;INVESTCO CARGO S.A.S; ;339;0;       626,978,280;4,889;0; ; 
202401 a 202412;9013054563;ROMATRANS CARGA SAS; ;337;0;       456,161,700;1,093;0; ; 
202401 a 202412;8918577451;WMOH Y CIA S.A.S; ;337;0;     1,363,510,917;10,475;0; ; 
202401 a 202412;8110441260;TRANSPORTES PINO LTDA; ;336;0;       594,820,000;1,929;0; ; 
202401 a 202412;8001389966;TRANSPORTES PUMA S.A.S; ;335;0;       619,470,000;3,621;0; ; 
202401 a 202412;9012619230;MULTISERVICIOS TRANSEQUIPOS LOGISTICA S.A.S BIC; ;335;0;       507,500,000;39;         2,624,000; ; 
202401 a 202412;9003057161;OROCUESEÃ‘A DE TRANSPORTE LIMITADA; ;335;0;       448,020,950;5,699;0; ; 
202401 a 202412;9015081403;RM TRANSPORTES REFRIGERADOS S.A.S ; ;335;0;       702,221,988;2,28;0; ; 
202401 a 202412;9004613046;SOLUTION LOGISTICS S.A.S.; ;335;0;       423,856,000;1,792;0; ; 
202401 a 202412;9000107194;EQUIPOS DE INGENIEROS ROCA SAS; ;334;0;     1,013,170,000;3,341;0; ; 
202401 a 202412;9015674685;GRUPO CAFRA S.A.S; ;332;0;       733,674,100;4,938;0; ; 
202401 a 202412;9003934841;SERVITRANSPORTES DE COLOMBIA S.A.S; ;332;40;       523,951,296;4,27;0; ; 
202401 a 202412;9015098041;EMPRESA DE TRANSPORTE DE CARGA SUPER EXPRESS SAS; ;332;0;     1,258,700,000;6,762;0; ; 
202401 a 202412;9011970462;SERVICIOS INTEGRALES GIHEAR S.A.S; ;331;0;       614,797,300;838;         1,139,188; ; 
202401 a 202412;9000213199;CIPAVI LTDA; ;330;0;       955,895,038;5,685;0; ; 
202401 a 202412;9001371747;AGROINVERSIONES LUSIANA S.A.S; ;330;0;       596,366,975;5,434;0; ; 
202401 a 202412;9014138322;SUCORDITRANS S.A.S.; ;330;0;     1,473,100,000;8,557;0; ; 
202401 a 202412;9016046981;MOVILIZAMOS LOGISTICA Y TRANSPORTES S.A.S; ;328;0;       166,220,926;584;0; ; 
202401 a 202412;9008617299;FIRSTSOURCE S.A.S.; ;328;2;        53,998,137;258;0; ; 
202401 a 202412;9005207336;CAM TRANSPORTES Y EQUIPOS DE COLOMBIA S.A.S; ;326;0;       316,830,000;1,329;5,5; ; 
202401 a 202412;8000336730;TRANINTER LANCEROS S.A.S   ; ;324;54;       211,439,254;517;0; ; 
202401 a 202412;9003483240;EMPRESA DE TRANSPORTE EN RUTA S.A.S; ;323;0;       782,979,500;2,554;0; ; 
202401 a 202412;9015096091;EMPRESA DE TRASNPORTE ULTRA ESPECIALES & CARGA S.A.S; ;323;0;     3,440,193,200;0;         2,914,908; ; 
202401 a 202412;9013406242;TRANSPORTES NEMESIS S.A.S; ;323;56;     1,071,271,840;6,743;0; ; 
202401 a 202412;9015704693;TRANSPORTES Y SERVICIOS GENESIS S.A.S; ;322;0;     1,105,115,000;2,62;0; ; 
202401 a 202412;9009557168;SINERGIA  &LOGISTICA EMPRESARIAL S.A.S; ;322;0;       171,469,000;1,277;0; ; 
202401 a 202412;9010537081;T2 TRANSPORTES SAS; ;320;0;       555,492,000;30;         2,298,052; ; 
202401 a 202412;9003865161;INGENIERIA Y GESTIONES DE COLOMBIA S.A.S.; ;320;309;        56,600,000;8,063;0; ; 
202401 a 202412;9013611811;G&S TRANSPORTES S.A.S; ;320;0;       598,850,000;1,034;0; ; 
202401 a 202412;9007658709;TRANSPORTADORA LOGISTICA INTEGRAL-ILCON SAS; ;320;0;       455,667,154;2,736;0; ; 
202401 a 202412;9012117445;A&J LOGISTICS S.A.S; ;319;0;     1,567,400,000;7,133;0; ; 
202401 a 202412;8002013871;TRANSPORTES Y SERVICIOS CUSIANA S.A.S; ;317;317;0;0;         3,482,904; ; 
202401 a 202412;9006021995;INVERSIONES Y TRANSPORTES RAM S.A.S.; ;317;0;     1,235,366,520;7,194;0; ; 
202401 a 202412;9010717285;LOGIEX COLOMBIA SAS; ;317;0;     1,334,324,200;9,57;0; ; 
202401 a 202412;9011064814;TRANSPORTES APC S.A.S; ;317;316;850;4,599;0; ; 
202401 a 202412;9006055841;SEVEN SEND CARGO IN S.A.S ; ;316;0;       284,341,728;5,394;0; ; 
202401 a 202412;8001646202;MUEBLES Y TRASTEOS DE COLOMBIA LTDA; ;315;3;       424,070,000;374;2; ; 
202401 a 202412;9006097577;SOCIEDAD REVLOG S.A.S; ;314;0;       234,075,270;667;0; ; 
202401 a 202412;9005905890;OPERADORES DE TRANSPORTE RUBI S.A.S; ;314;27;     1,111,078,830;9,084;0; ; 
202401 a 202412;9008142850;DESTICARGA SAS; ;313;0;       514,170,000;1,923;0; ; 
202401 a 202412;9009457022;TRANSPORTE DE CARGA DE LAS AMÃ‰RICAS S.A.S; ;312;0;       463,640,586;1,255;118; ; 
202401 a 202412;9011689487;TRANSPORTES Y SOLUCIONES INTEGRALES S.A.S; ;310;95;       284,862,600;1,416;0; ; 
202401 a 202412;9013048341;ASESORIAS TECNICO LOGISTICAS ASTECLOG S.A.S; ;309;0;       517,720,000;554;0; ; 
202401 a 202412;8300880095;TRANSPORTADORA LIZMAR LTDA; ;306;0;       162,353,300;222;0; ; 
202401 a 202412;8600025666;FLOTA LA MACARENA S.A.; ;306;1;       296,764,167;1,328;0; ; 
202401 a 202412;8050009907;GRUPO LOGÃSTICO MODELO S.A.S; ;305;0;       118,415,000;1,324;0; ; 
202401 a 202412;9013428271;EMPRESA DE TRANSPORTE DE CARGA TRANS MIL S.A.S ; ;305;0;       686,380,000;3,875;0; ; 
202401 a 202412;9013401542;TRANSPORTE SOLUCIONES LOGISTICAS E INGENIERIA S.A.S.; ;304;0;       599,930,000;2,68;0; ; 
202401 a 202412;9005470461;TERRESTRE DE CARGA SOCIEDAD POR ACCIONES SIMPLICADA - TERRESTRE DE CARGA S.A.S.; ;304;0;       847,527,188;10,192;0; ; 
202401 a 202412;9003447664;TRANSPORTES ESPECIALES GUTIERREZ SAS; ;302;292;        52,350,000;5,616;0; ; 
202401 a 202412;9012535581;A TIEMPO ENVIOS SEGUROS S.A.S; ;302;0;       715,400,870;1,902;0; ; 
202401 a 202412;9003534865;SERVITRANSPORTES J.F. S.A.S.; ;301;0;     1,576,947,500;4,008;0; ; 
202401 a 202412;9004129687;TRANSPORTES CONSTRUCCIONES MONTAJES INGENIERIA SAS; ;300;29;       491,860,000;3,223;5,6; ; 
202401 a 202412;9006307796;STG TRANSAMBIENTAL S.A.S; ;296;0;       316,302,686;2,343;955,782; ; 
202401 a 202412;9008373041;TRANSPORTES Y SERVICIOS PL S.A.S.; ;295;200;       169,045,000;2,812;0; ; 
